Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-November-2020,345.50,348.40,335.45,339.85,339.518221631344334089,25574,1053,8682839.00,6870,26.86,12.95,-5.65
19-November-2020,348.00,354.20,332.00,346.80,347.794260480664980122,88544,4477,30795095.00,53138,60.01,22.20,-1.20
18-November-2020,326.45,356.70,320.70,350.40,345.798457792207792207,123200,4946,42602370.00,33525,27.21,36.00,23.95
17-November-2020,308.00,326.90,307.50,325.20,317.842450635834224689,117798,6708,37441205.00,71920,61.05,19.40,17.20
14-November-2020,307.00,308.90,304.75,307.10,306.937462397219065445,29918,1122,9182955.00,15466,51.69,4.15,0.10
13-November-2020,295.00,303.70,295.00,302.25,300.549407225142601498,35764,1744,10748849.00,22188,62.04,8.70,7.25
12-November-2020,303.15,307.65,293.35,295.05,299.357492593811718235,48608,2404,14551169.00,25568,52.60,14.30,-8.10
11-November-2020,314.80,314.80,296.05,306.50,305.679083518107908351,81180,4340,24815028.00,39848,49.09,18.75,-8.30
10-November-2020,298.00,318.40,295.05,307.75,307.676801312677959557,269373,12524,82879823.00,143557,53.29,23.35,9.75
9-November-2020,290.00,294.30,288.05,290.50,291.010443211912257032,20013,1658,5823992.00,5388,26.92,6.25,0.50
6-November-2020,285.00,292.85,285.00,286.15,288.674074074074074074,36180,1853,10444228.00,18813,52.00,7.85,1.15
5-November-2020,280.50,288.00,280.50,285.25,285.112574349273332484,54977,3430,15674634.00,33993,61.83,7.50,4.75
4-November-2020,272.05,283.00,272.05,280.50,279.455503935170453340,47139,2907,13173253.00,20257,42.97,10.95,8.45
3-November-2020,272.55,275.65,270.50,271.95,273.234590065828845002,8355,437,2282875.00,3551,42.50,5.15,-0.60
2-November-2020,270.20,274.50,269.40,272.55,272.579405058592714353,18859,1098,5140575.00,10190,54.03,5.10,2.35
30-October-2020,277.00,278.70,271.10,272.20,274.542790512135996808,32589,1705,8947075.00,14684,45.06,7.60,-4.80
29-October-2020,270.00,277.45,270.00,272.70,273.072062350119904076,58380,1926,15941947.00,12342,21.14,7.45,2.70
28-October-2020,276.75,281.00,275.30,277.30,278.504274958526521757,23509,1590,6547357.00,11712,49.82,5.70,0.55
27-October-2020,278.00,279.50,274.90,276.75,277.362882979501304019,41027,1500,11379367.00,10326,25.17,4.60,-1.25
26-October-2020,279.00,281.30,276.80,278.25,278.876440800578731613,20735,1399,5782503.00,11568,55.79,4.50,-0.75
23-October-2020,284.70,285.70,277.60,278.40,281.737356517786112058,26397,1735,7437021.00,10238,38.78,8.10,-6.30
22-October-2020,278.70,285.00,278.70,282.70,282.213071582475460857,8354,366,2357608.00,2791,33.41,6.30,4.00
21-October-2020,290.00,291.00,271.00,275.20,280.498631308810949529,35070,2501,9837087.00,18148,51.75,20.00,-14.80
20-October-2020,282.00,285.85,282.00,283.75,284.017543121581825830,23770,1276,6751097.00,10218,42.99,3.85,1.75
19-October-2020,289.00,289.40,283.00,284.10,285.971090047393364928,6330,428,1810197.00,3041,48.04,6.40,-4.90
16-October-2020,287.50,290.00,284.40,284.80,286.387125614662494412,4474,315,1281296.00,1601,35.78,5.60,-2.70
15-October-2020,294.75,294.75,286.00,286.80,288.392834351353815297,10969,575,3163381.00,6423,58.56,8.75,-7.95
14-October-2020,290.00,290.10,285.20,288.95,287.495091434071222329,5195,402,1493537.00,2171,41.79,4.90,-1.05
13-October-2020,292.85,294.50,288.35,289.80,290.485214099834397918,4227,258,1227881.00,2363,55.90,6.15,-3.05
12-October-2020,299.95,299.95,291.45,292.85,293.942552371160519213,7781,419,2287167.00,4366,56.11,8.50,-7.10
9-October-2020,289.00,294.50,289.00,291.45,292.483136118489897770,12423,526,3633518.00,3174,25.55,5.50,2.45
8-October-2020,290.05,293.00,289.00,289.70,291.008567645455253524,25678,1537,7472518.00,13360,52.03,4.00,-0.35
7-October-2020,299.00,299.00,289.00,290.80,291.527400425099343868,10821,401,3154618.00,3843,35.51,10.00,-8.20
6-October-2020,294.80,297.55,291.20,293.15,294.057423580786026200,22900,990,6733915.00,11196,48.89,6.35,-1.65
5-October-2020,292.75,296.05,289.00,290.70,292.041707080504364694,7217,368,2107665.00,3624,50.21,7.05,-2.05
1-October-2020,293.00,295.55,288.10,289.15,291.548791317217562900,10135,477,2954847.00,3855,38.04,7.45,-3.85
30-September-2020,299.85,299.85,287.50,288.20,289.572982753487093744,43661,1347,12643046.00,7862,18.01,12.35,-11.65
29-September-2020,299.75,305.00,291.05,292.15,296.426665087449168936,25329,1608,7508191.00,10531,41.58,13.95,-7.60
28-September-2020,299.45,304.00,298.00,299.75,301.292932972522897585,38432,1785,11579290.00,17538,45.63,6.00,0.30
25-September-2020,298.30,300.25,292.00,296.45,296.958939069407100214,21943,853,6516170.00,5039,22.96,8.25,-1.85
24-September-2020,285.30,305.30,281.00,291.15,289.745255474452554744,26030,1282,7542069.00,5572,21.41,24.30,5.85
23-September-2020,301.70,306.10,286.10,291.00,296.177386018237082066,41125,1041,12180295.00,6524,15.86,20.00,-10.70
22-September-2020,307.10,313.70,286.35,295.75,295.546878405729409933,32115,1367,9491488.00,6753,21.03,27.35,-11.35
21-September-2020,328.00,332.50,304.10,310.30,315.421172687158776456,53484,1750,16869986.00,19784,36.99,28.40,-17.70
18-September-2020,322.35,333.95,317.10,327.85,327.117787511809671046,58215,1657,19043162.00,11216,19.27,16.85,5.50
17-September-2020,322.00,325.30,316.75,317.60,320.155629525811726232,34248,1137,10964690.00,11340,33.11,8.55,-4.40
16-September-2020,312.10,328.50,312.00,325.65,319.392475009527159733,68226,3032,21790871.00,37690,55.24,16.50,13.55
15-September-2020,323.70,323.70,310.00,313.95,315.307018219001858184,90949,4134,28676858.00,39391,43.31,13.70,-9.75
14-September-2020,288.00,330.60,285.90,323.70,313.157371599895715651,368224,22842,115312060.00,194354,52.78,44.70,35.70
11-September-2020,282.00,287.00,280.00,282.90,282.511098206220157439,15498,990,4378357.00,7042,45.44,7.00,0.90
10-September-2020,276.50,294.10,273.60,282.35,279.811989655072211083,34413,1554,9629170.00,14067,40.88,20.50,5.85
9-September-2020,272.30,276.00,268.00,273.35,271.581294052427338243,37881,2378,10287771.00,19355,51.09,8.00,1.05
8-September-2020,287.00,287.00,276.50,277.55,281.135776877414491661,10613,529,2983694.00,3456,32.56,10.50,-9.45
7-September-2020,282.35,286.65,278.50,280.65,281.233498296805707307,31118,1590,8751424.00,15166,48.74,8.15,-1.70
4-September-2020,280.40,288.95,280.40,285.15,286.032160335586110463,12873,589,3682092.00,6007,46.66,8.55,4.75
3-September-2020,293.10,296.20,290.30,291.10,293.059673200136482541,26377,1220,7730035.00,12206,46.28,5.90,-2.00
2-September-2020,295.00,297.90,290.00,293.75,293.324243752740026304,11405,479,3345363.00,3518,30.85,7.90,-1.25
1-September-2020,285.00,297.50,277.30,295.25,286.579425556858147713,17060,834,4889045.00,4472,26.21,20.20,10.25
31-August-2020,309.95,309.95,273.15,282.60,287.162418294160888482,50333,1860,14453746.00,18664,37.08,36.80,-27.35
28-August-2020,305.00,306.10,297.45,298.25,300.433493438220944744,26441,927,7943762.00,9244,34.96,8.65,-6.75
27-August-2020,300.60,308.85,300.50,302.20,304.495173072712434562,100478,4756,30595066.00,56083,55.82,8.35,1.60
26-August-2020,296.55,304.80,288.30,300.60,297.772221685919919340,93231,2503,27761602.00,27831,29.85,16.50,4.05
25-August-2020,294.80,296.45,285.00,289.60,291.186908058548390850,42973,1418,12513175.00,10524,24.49,11.45,-5.20
24-August-2020,285.05,294.10,280.00,290.50,288.975059695475548113,128988,4550,37274315.00,69177,53.63,14.10,5.45
21-August-2020,282.00,289.60,282.00,285.05,286.235462606095069606,47481,1655,13590746.00,15158,31.92,7.60,3.05
20-August-2020,269.80,281.95,268.00,279.20,277.996773739081431389,70980,2100,19732211.00,24552,34.59,13.95,9.40
19-August-2020,271.40,272.60,269.50,270.70,270.940168162801088590,49238,1725,13340552.00,22473,45.64,3.10,-0.70
18-August-2020,264.95,274.30,264.10,268.75,269.690986573928907385,70162,2573,18922059.00,32729,46.65,10.20,3.80
17-August-2020,266.00,272.00,262.70,264.95,267.082677251215841929,45853,2869,12246542.00,25328,55.24,9.30,-1.05
14-August-2020,277.50,277.50,262.90,265.65,268.713651732882502113,23660,915,6357765.00,11436,48.33,14.60,-11.85
13-August-2020,273.95,278.65,269.60,274.10,273.847372311883778687,120391,4019,32968759.00,69774,57.96,9.05,0.15
12-August-2020,259.80,274.45,258.25,271.85,268.721200887295268771,65818,2177,17686692.00,21498,32.66,16.20,12.05
11-August-2020,260.00,264.80,254.85,259.60,261.225550423036017588,62997,2421,16456426.00,36766,58.36,9.95,-0.40
10-August-2020,260.85,263.25,258.90,259.85,260.067550604649248561,583148,1133,151657872.00,565128,96.91,4.35,-1.00
7-August-2020,260.35,266.00,260.20,260.80,261.745683193603908722,36022,1464,9428603.00,14347,39.83,5.80,0.45
6-August-2020,258.00,264.35,258.00,261.45,262.004797228268111757,45026,1543,11797028.00,13668,30.36,6.35,3.45
5-August-2020,265.00,273.20,262.45,268.80,266.110769064592784618,55548,2534,14781921.00,14698,26.46,10.75,3.80
4-August-2020,265.70,270.00,264.15,264.70,265.786534607676892246,25948,1606,6896629.00,12304,47.42,5.85,-1.00
3-August-2020,270.00,271.45,263.60,266.40,267.838034376377258704,13614,837,3646347.00,5034,36.98,7.85,-3.60
31-July-2020,271.45,274.15,268.10,270.15,271.053480080607657727,19353,938,5245698.00,5735,29.63,6.05,-1.30
30-July-2020,276.00,277.60,270.10,271.45,273.431741728171913440,39834,1956,10891880.00,20271,50.89,7.50,-4.55
29-July-2020,278.00,288.85,272.20,274.40,280.333584669166968596,102121,4671,28627946.00,28547,27.95,16.65,-3.60
28-July-2020,277.00,281.80,271.20,275.80,276.731085555595115177,28087,1191,7772546.00,6676,23.77,10.60,-1.20
27-July-2020,287.75,287.75,275.55,276.95,279.766993783075579304,19463,1026,5445105.00,7526,38.67,12.20,-10.80
24-July-2020,294.05,294.05,284.45,287.20,288.801875254790052996,26983,1003,7792741.00,8645,32.04,9.60,-6.85
23-July-2020,305.00,309.50,290.05,294.05,299.437931548794076101,113979,4211,34129636.00,48755,42.78,19.45,-10.95
22-July-2020,289.45,309.40,279.05,305.45,297.034436575275226141,142610,4431,42360081.00,30752,21.56,30.35,16.00
21-July-2020,270.00,286.35,267.75,284.45,279.354167340470261004,123676,4945,34549406.00,27806,22.48,18.60,14.45
20-July-2020,270.50,273.60,266.00,268.30,269.977786752827140549,91612,4617,24733205.00,45948,50.16,7.60,-2.20
17-July-2020,261.10,272.05,259.25,269.00,269.276811398016853362,59098,2559,15913721.00,18535,31.36,12.80,7.90
16-July-2020,258.00,261.70,252.00,260.05,258.404330588594083562,16395,654,4236539.00,6305,38.46,9.70,2.05
15-July-2020,258.00,262.80,254.20,257.70,257.891911259741423068,33491,1135,8637058.00,5301,15.83,8.60,-0.30
14-July-2020,253.00,262.70,248.60,256.15,255.846218562606283003,55865,1615,14292849.00,8805,15.76,14.10,3.15
13-July-2020,257.90,258.65,253.00,253.85,254.848644319871868207,17482,698,4455264.00,4549,26.02,5.65,-4.05
10-July-2020,259.90,259.90,252.20,255.70,255.696761689412904788,24766,998,6332586.00,8916,36.00,7.70,-4.20
9-July-2020,254.05,260.55,253.90,254.80,255.523870215942609518,27461,1025,7016941.00,11748,42.78,6.65,0.75
8-July-2020,258.25,264.00,256.30,257.45,260.765319286175016125,55812,2624,14553834.00,22832,40.91,7.70,-0.80
7-July-2020,260.70,261.90,258.00,260.15,260.458815363257751041,34576,1774,9005624.00,17547,50.75,3.90,-0.55
6-July-2020,262.95,262.95,258.45,260.30,260.792303384270741659,12499,665,3259643.00,5647,45.18,4.50,-2.65
3-July-2020,263.00,263.00,257.70,258.75,259.727102757142144887,40114,1617,10418693.00,18420,45.92,5.30,-4.25
2-July-2020,261.50,264.05,257.45,259.40,261.384539466626617176,46609,2192,12182872.00,18173,38.99,6.60,-2.10
1-July-2020,261.00,261.00,253.05,257.70,256.858337314859053989,8372,587,2150418.00,3020,36.07,7.95,-3.30
30-June-2020,264.60,267.50,256.10,257.20,261.958184877276326207,20208,859,5293651.00,5617,27.80,11.40,-7.40
29-June-2020,263.10,269.15,260.50,264.60,263.999386733664365269,50549,2888,13344905.00,24726,48.91,8.65,1.50
26-June-2020,267.00,279.80,266.70,271.45,274.191217090119911436,182468,7814,50031123.00,84507,46.31,13.10,4.45
25-June-2020,251.00,270.00,251.00,266.30,264.521982242157977203,65098,3305,17219852.00,36347,55.83,19.00,15.30
24-June-2020,265.15,273.50,263.15,265.30,268.552749468025534774,71432,2188,19183260.00,25199,35.28,10.35,0.15
23-June-2020,267.15,269.25,259.50,265.10,264.145475823182084153,93995,3820,24828354.00,55914,59.49,9.75,-2.05
22-June-2020,252.00,269.20,252.00,267.15,261.784065953846707707,83331,3484,21814728.00,28591,34.31,17.20,15.15
19-June-2020,252.90,257.00,250.00,251.60,253.086375605474464419,30761,1443,7785190.00,8766,28.50,7.00,-1.30
18-June-2020,241.30,252.50,241.30,249.55,249.063276976628543013,32176,1533,8013860.00,10524,32.71,11.20,8.25
17-June-2020,235.00,244.80,235.00,241.65,241.728468990191470976,65963,2771,15945135.00,24663,37.39,9.80,6.65
16-June-2020,250.05,252.75,236.20,241.80,244.284237936365855643,36867,1751,9006027.00,10518,28.53,16.55,-8.25
15-June-2020,250.00,256.05,245.00,246.70,248.598193115853160003,48924,2201,12162418.00,25907,52.95,11.05,-3.30
12-June-2020,245.00,252.00,236.70,249.50,244.576574422728268882,50193,2838,12276032.00,17076,34.02,15.30,4.50
11-June-2020,253.45,261.50,250.30,252.35,255.373073909636980934,45948,1784,11733882.00,10390,22.61,11.20,-1.10
10-June-2020,261.00,270.00,250.40,253.45,253.030780198351959407,47693,2244,12067797.00,12750,26.73,19.60,-7.55
9-June-2020,274.00,274.00,255.00,259.10,262.560473157415832575,54950,2533,14427698.00,16547,30.11,19.00,-14.90
8-June-2020,271.00,276.75,268.20,270.15,271.638463235418893923,58929,1962,16007383.00,21097,35.80,8.55,-0.85
5-June-2020,267.00,271.05,262.50,268.35,267.191913539225630443,57182,2767,15278568.00,25121,43.93,8.55,1.35
4-June-2020,273.95,287.70,256.00,262.95,270.442476737323671797,225361,9658,60947187.00,71707,31.82,31.70,-11.00
3-June-2020,246.85,275.00,240.75,264.45,254.329758516083336674,149658,6605,38062483.00,56759,37.93,34.25,17.60
2-June-2020,235.15,242.95,232.05,238.70,238.682276110558005025,84372,3072,20138101.00,26192,31.04,10.90,3.55
1-June-2020,223.05,236.85,221.50,231.20,232.327694991278345377,100325,3961,23308276.00,25675,25.59,15.35,8.15
29-May-2020,214.00,218.85,212.85,217.50,215.809188458521769604,59923,1729,12931934.00,19325,32.25,6.00,3.50
28-May-2020,208.80,211.90,206.15,210.25,209.360816593529395731,36689,1511,7681239.00,12723,34.68,5.75,1.45
27-May-2020,214.00,214.00,203.00,205.75,206.231348780058419231,278333,5184,57400990.00,238272,85.61,11.00,-8.25
26-May-2020,223.00,223.00,214.50,215.30,218.022864982279638733,17494,1247,3814092.00,8334,47.64,8.50,-7.70
22-May-2020,220.00,221.90,216.45,217.00,218.595193679359157247,18226,918,3984116.00,9596,52.65,5.45,-3.00
21-May-2020,225.85,229.00,219.10,220.05,224.325717984369755957,41714,1802,9357523.00,11940,28.62,9.90,-5.80
20-May-2020,215.00,220.95,214.65,219.25,216.942854147006396141,9537,542,2068984.00,3501,36.71,6.30,4.25
19-May-2020,219.75,220.40,214.10,215.10,217.148652946254145654,22011,983,4779659.00,6182,28.09,6.30,-4.65
18-May-2020,222.80,225.20,213.50,217.05,219.219279322467241930,25032,1303,5487497.00,9025,36.05,11.70,-5.75
15-May-2020,232.00,232.00,219.25,222.65,224.137842717386740563,23817,1328,5338291.00,14787,62.09,12.75,-9.35
14-May-2020,231.70,234.30,229.25,230.90,231.927720274854309819,34491,1424,7999419.00,9436,27.36,5.05,-0.80
13-May-2020,237.90,237.95,227.00,229.80,229.716971945670970233,59563,2172,13682632.00,14200,23.84,10.95,-8.10
12-May-2020,227.50,237.70,220.30,224.95,228.226545294376743503,108976,4493,24871216.00,22638,20.77,17.40,-2.55
11-May-2020,221.00,234.80,220.00,223.80,228.515969492821001351,175303,8116,40059535.00,41272,23.54,14.80,2.80
8-May-2020,217.50,217.50,211.70,212.55,213.777817067421027817,8484,687,1813691.00,4646,54.76,5.80,-4.95
7-May-2020,214.00,219.25,213.00,213.95,216.251298701298701298,16940,907,3663297.00,5084,30.01,6.25,-0.05
6-May-2020,218.25,219.30,213.35,215.50,216.103123158515026517,10182,831,2200362.00,5002,49.13,5.95,-2.75
5-May-2020,225.00,226.40,215.30,216.20,219.730983772819472616,15776,953,3466476.00,8694,55.11,11.10,-8.80
4-May-2020,220.00,225.25,217.65,220.50,221.001708233686368295,14635,1172,3234360.00,7128,48.71,7.60,0.50
30-April-2020,240.90,240.90,230.00,230.60,234.039716971387253382,19362,1406,4531477.00,11674,60.29,10.90,-10.30
29-April-2020,244.90,244.90,232.10,233.55,238.764329512130098640,30008,1550,7164840.00,9140,30.46,12.80,-11.35
28-April-2020,226.00,240.00,220.00,236.65,231.521508203618005889,38032,1945,8805226.00,11485,30.20,20.00,10.65
27-April-2020,219.95,224.80,212.95,219.55,218.614202101403286087,42543,2592,9300504.00,25716,60.45,11.85,-0.40
24-April-2020,224.45,224.45,212.65,213.25,215.439619633925136041,18193,1684,3919493.00,10797,59.35,11.80,-11.20
23-April-2020,224.00,226.50,219.00,220.45,221.434449021627188465,38840,2857,8600514.00,25884,66.64,7.50,-3.55
22-April-2020,228.40,228.40,219.00,224.50,222.510715638015903067,13205,709,2938254.00,3114,23.58,9.40,-3.90
21-April-2020,235.00,238.60,224.00,224.95,228.773919468045807166,13535,1192,3096455.00,7342,54.24,14.60,-10.05
20-April-2020,249.90,249.90,235.00,237.10,239.495765341204487899,119254,3039,28560828.00,84685,71.01,14.90,-12.80
17-April-2020,246.55,249.00,240.25,241.15,244.482829934590227010,20792,1659,5083287.00,10118,48.66,8.75,-5.40
16-April-2020,237.00,244.90,232.90,241.05,241.211589826965509232,8611,450,2077073.00,2483,28.84,12.00,4.05
15-April-2020,252.00,252.00,234.10,236.70,240.786616161616161616,19800,2672,4767575.00,8043,40.62,17.90,-15.30
13-April-2020,251.00,253.80,238.00,239.50,242.511779943258912051,16214,1083,3932086.00,6312,38.93,15.80,-11.50
9-April-2020,255.00,260.25,250.00,251.95,253.673024648698456576,21705,1184,5505973.00,10375,47.80,10.25,-3.05
8-April-2020,246.95,258.55,234.00,250.70,251.646037766966273604,24254,1568,6103423.00,8092,33.36,24.55,3.75
7-April-2020,229.50,241.75,228.00,238.35,236.409222365038560411,18672,941,4414233.00,9018,48.30,13.75,8.85
3-April-2020,238.00,242.25,223.10,224.95,227.496726019529006318,17410,1093,3960718.00,8808,50.59,19.15,-13.05
1-April-2020,238.00,238.55,228.80,233.95,233.519315150993719349,11623,811,2714195.00,3013,25.92,9.75,-4.05
31-March-2020,232.00,245.05,228.60,240.05,237.549522638083523692,17073,1227,4055683.00,4217,24.70,16.45,8.05
30-March-2020,235.15,256.00,223.00,226.70,241.160959808460820731,56803,3181,13698666.00,18156,31.96,33.00,-8.45
27-March-2020,221.25,249.80,220.85,233.50,233.141838019303399076,23830,1013,5555770.00,4086,17.15,28.95,12.25
26-March-2020,220.00,237.45,217.90,231.00,233.521409063555987594,21603,1265,5044763.00,8987,41.60,19.55,11.00
25-March-2020,201.65,219.20,199.70,215.90,209.256217162872154115,11420,1059,2389706.00,3590,31.44,19.50,14.25
24-March-2020,208.80,222.00,187.95,203.65,201.346619576185671039,15856,1384,3192552.00,3914,24.68,34.05,-5.15
23-March-2020,229.00,252.50,208.40,208.80,210.843403205918618988,9732,694,2051928.00,6556,67.37,44.10,-20.20
20-March-2020,237.00,237.90,213.00,231.55,225.363869385935584531,35892,2289,8088760.00,8693,24.22,24.90,-5.45
19-March-2020,258.00,258.00,225.00,226.70,241.371349751042928273,29724,2078,7174522.00,9502,31.97,33.00,-31.30
18-March-2020,300.00,300.75,257.00,265.35,265.818498710724859134,41884,2242,11133542.00,10258,24.49,43.75,-34.65
17-March-2020,300.00,327.25,291.00,295.10,299.952725809696238181,9942,808,2982130.00,2663,26.79,36.25,-4.90
16-March-2020,311.00,314.70,297.65,304.25,303.739196649533599847,21012,1095,6382168.00,5096,24.25,17.05,-6.75
13-March-2020,310.00,397.90,274.00,313.10,304.152811531048353305,47732,3094,14517822.00,15244,31.94,123.90,3.10
12-March-2020,359.00,359.00,322.85,332.65,335.030301565822540112,20692,1415,6932447.00,6700,32.38,36.15,-26.35
11-March-2020,368.05,378.05,360.75,362.75,370.024070021881838074,12796,1005,4734828.00,5439,42.51,17.30,-5.30
9-March-2020,383.00,383.00,362.50,365.65,370.940974493132766514,12232,889,4537350.00,3938,32.19,20.50,-17.35
6-March-2020,390.00,390.00,377.90,385.50,381.723880276549147593,23287,2017,8889204.00,11217,48.17,12.10,-4.50
5-March-2020,386.95,403.10,381.40,400.00,391.026286642545964705,27086,1666,10591338.00,10631,39.25,21.70,13.05
4-March-2020,389.00,397.80,374.00,379.05,385.754727712213848997,28132,1057,10852052.00,17340,61.64,23.80,-9.95
3-March-2020,396.05,415.95,380.25,388.80,396.722005669737774627,22576,1879,8956396.00,6216,27.53,35.70,-7.25
2-March-2020,413.00,420.25,378.20,395.40,408.957478353694698137,16862,1628,6895841.00,6262,37.14,42.05,-17.60
28-February-2020,430.55,430.55,406.35,409.90,415.007420200857161133,15633,1350,6487811.00,6475,41.42,24.20,-20.65
27-February-2020,440.70,442.45,431.00,433.65,435.427343672824261582,10123,570,4407831.00,3314,32.74,11.45,-7.05
26-February-2020,440.00,447.50,438.00,440.70,441.387551759834368530,7728,697,3411043.00,2892,37.42,9.50,0.70
25-February-2020,447.20,452.60,441.05,445.80,448.813110047846889952,10450,465,4690097.00,5273,50.46,11.55,-1.40
24-February-2020,450.00,456.35,433.00,447.20,447.553389895283956279,13083,1158,5855341.00,3612,27.61,23.35,-2.80
20-February-2020,459.00,461.00,449.10,450.70,456.405950095969289827,14588,711,6658050.00,4609,31.59,11.90,-8.30
19-February-2020,455.90,464.85,452.60,457.30,458.641101727155139618,13143,1048,6027920.00,5263,40.04,12.25,1.40
18-February-2020,456.00,467.40,448.75,450.65,456.690131790421086467,18666,1104,8524578.00,4440,23.79,18.65,-5.35
17-February-2020,469.00,469.95,453.50,458.90,461.549279895257491998,54992,1059,25381518.00,40018,72.77,16.45,-10.10
14-February-2020,470.25,478.80,463.50,466.90,470.353356251130812375,22108,1263,10398572.00,6364,28.79,15.30,-3.35
13-February-2020,487.00,488.25,464.70,467.60,476.063494608570168757,24947,1436,11876356.00,9119,36.55,23.55,-19.40
12-February-2020,513.90,519.90,478.00,485.70,502.701246327451017085,106874,4855,53725693.00,21474,20.09,41.90,-28.20
11-February-2020,507.55,519.00,498.05,506.95,510.598639149242970439,66576,3414,33993615.00,13876,20.84,20.95,-0.60
10-February-2020,497.00,508.20,495.00,506.20,501.974215027090541158,30638,1501,15379486.00,9153,29.87,13.20,9.20
7-February-2020,476.20,501.60,468.90,496.35,486.463550507700379617,64802,3649,31523811.00,14151,21.84,32.70,20.15
6-February-2020,469.70,488.15,469.70,476.40,482.049964564138908575,50796,3454,24486210.00,13623,26.82,18.45,6.70
5-February-2020,472.00,475.00,463.25,469.70,467.486287433095943734,45214,1483,21136925.00,4097,9.06,11.75,-2.30
4-February-2020,453.00,470.25,453.00,468.45,466.092344641248874211,16655,981,7762768.00,7741,46.48,17.25,15.45
3-February-2020,447.50,461.60,447.50,450.65,453.501278959292552802,13683,1095,6205258.00,3674,26.85,14.10,3.15
1-February-2020,458.00,470.00,450.00,457.55,461.435951807228915662,20750,1367,9574796.00,6910,33.30,20.00,-0.45
