,x,,,
210,8.816222402,,,
211,10.24877533,,,
212,8.534913399,,,
213,4.060724352,,,
214,5.762086468,,,
215,10.52365175,,,
216,11.00384275,,,
217,12.45786993,,,
218,10.66534768,,,
219,12.00952587,,,
220,10.60927202,,,
221,5.493077608,,,
222,8.453486802,,,
223,7.259171586,,,
224,10.60500142,,,
225,11.37426021,,,
226,11.76751949,,,
227,10.79582256,,,
228,5.977285343,,,
229,7.345868806,,,
230,7.41056637,,,
231,10.05473821,,,
232,10.8167291,,,
233,10.86507847,,,
234,4.731380936,,,
235,11.08280372,,,
236,6.941672271,,,
237,4.702738988,,,
238,10.42168093,,,
239,8.816670988,,,
240,11.37167885,,,
241,9.47337629,,,
242,10.36108998,,,
243,10.29682432,,,
244,8.175792224,,,
245,11.61185886,,,
246,7.056281761,,,
247,8.531500543,,,
248,10.46910918,,,
249,8.633613889,,,
250,11.212744,,,
251,11.92789593,,,
252,11.89940582,,,
253,12.43250563,,,
254,10.5057903,,,
255,14.7076238,,,
256,8.638814446,,,
257,8.096410215,,,
258,5.909805282,,,
259,10.57693316,,,
260,10.69441434,,,
261,12.08746498,,,
262,12.60950964,,,
263,5.480150346,,,
264,6.84811379,,,
265,9.510740646,,,
266,10.01658337,,,
267,12.4972751,,,
268,6.538554131,,,
269,8.084130899,,,
270,8.852372269,,,
271,8.76310273,,,
272,12.06346811,,,
273,10.71179149,,,
274,10.70574052,,,
275,8.507657934,,,
276,9.613238935,,,
277,10.4935356,,,
278,10.62635326,,,
279,10.5738967,,,
280,9.113367159,,,
281,9.561711055,,,
282,10.21654063,,,
283,10.88419843,,,
284,8.18694802,,,
285,10.10294491,,,
286,5.735231058,,,
287,9.500289343,,,
288,6.079160097,,,
289,10.71112334,,,
290,11.6939656,,,
291,10.39375659,,,
292,6.633310116,,,
293,10.4434287,,,
294,11.45303207,,,
295,10.95218262,,,
296,12.06361173,,,
297,7.713575757,,,
298,7.850860019,,,
299,8.279168177,,,
300,10.17240935,,,
301,10.54437439,,,
302,12.26739435,,,
303,11.54935707,,,
304,10.50039993,,,
305,10.17988745,,,
306,6.003159853,,,
307,8.285188764,,,
308,10.47142876,,,
309,10.42256988,,,
310,8.859979007,,,
311,8.364125351,,,
312,12.78493352,,,
313,12.33589025,,,
314,13.32659892,,,
315,14.14207007,,,
316,9.927600306,,,
317,6.991797164,,,
318,11.14053344,,,
319,7.429053194,,,
320,9.27688023,,,
321,8.772743129,,,
322,11.50130116,,,
323,8.014332655,,,
324,8.374786889,,,
325,8.79449121,,,
326,10.02004606,,,
327,10.12132883,,,
328,6.238534035,,,
329,9.803448972,,,
330,7.574107776,,,
331,10.34496064,,,
332,10.3707552,,,
333,12.55337477,,,
334,9.740165479,,,
335,7.165622404,,,
336,14.17316082,,,
337,11.49594783,,,
338,11.12175665,,,
339,9.407506982,,,
340,10.7448945,,,
341,8.010483025,,,
342,11.75452636,,,
343,10.97694298,,,
344,10.13950583,,,
345,6.78432015,,,
346,10.11974537,,,
347,7.907503302,,,
348,8.577405315,,,
349,11.46215229,,,
350,11.40426797,,,
351,10.03442144,,,
352,12.60073202,,,
353,12.11192255,,,
354,8.804456325,,,
355,10.9693225,,,
356,8.673095386,,,
357,7.728584022,,,
358,9.276140771,,,
359,12.42969177,,,
360,10.91841939,,,
361,13.25372559,,,
362,9.61816227,,,
363,6.418762664,,,
364,9.684829194,,,
365,10.32200471,,,
366,12.71361375,,,
367,7.816157156,,,
368,7.399359776,,,
369,9.240692279,,,
370,7.4988346,,,
371,9.721796558,,,
372,11.67405181,,,
373,6.695099974,,,
374,9.595485226,,,
375,8.602474442,,,
376,9.950967388,,,
377,7.181239943,,,
378,10.50360308,,,
379,11.55829787,,,
380,6.931069338,,,
381,10.93839752,,,
382,9.339196767,,,
383,7.678209053,,,
384,5.845903216,,,
385,10.57330815,,,
386,11.81942812,,,
387,6.168543349,,,
388,9.448042192,,,
389,8.440301105,,,
390,12.78365179,,,
391,12.12775413,,,
392,8.204134236,,,
393,8.415970013,,,
394,10.4455671,,,
395,8.921495116,,,
396,8.262449412,,,
397,7.329303175,,,
398,11.03693229,,,
399,12.91115935,,,
400,6.924979352,,,
401,5.174318316,,,
402,9.518347329,,,
403,10.35914326,,,
404,7.851987976,,,
405,9.816009746,,,
406,9.893465133,,,
407,7.713859951,,,
408,7.515297559,,,
409,10.0674551,,,
410,8.875531492,,,
411,9.699632414,,,
412,10.74527962,,,
413,13.20212127,,,
414,12.54661852,,,
415,10.56518494,,,
416,9.385880734,,,
417,8.594675363,,,
418,6.736912475,,,
419,6.682939378,,,
420,8.512754324,,,
421,8.235750481,,,
422,10.36533446,,,
423,12.50917793,,,
424,10.80897457,,,
425,11.27499839,,,
426,9.724122053,,,
427,11.15730182,,,
428,7.979367609,,,
429,8.416182172,,,
430,10.19748903,,,
431,9.407407746,,,
432,8.389885113,,,
433,10.57883449,,,
434,8.059529434,,,
435,9.720014767,,,
436,9.110703105,,,
437,10.86604887,,,
438,10.41894743,,,
439,12.80820954,,,
440,6.177544972,,,
441,9.313049756,,,
442,13.32755627,,,
443,9.993022468,,,
444,10.63188263,,,
445,8.86682283,,,
446,7.81843723,,,
447,11.2732491,,,
448,9.558482903,,,
449,8.461784674,,,
450,6.990804152,,,
451,10.90858056,,,
452,8.661191216,,,
453,8.506174242,,,
454,11.42316182,,,
455,9.837114918,,,
456,10.39439777,,,
457,8.568052406,,,
458,11.97302393,,,
459,6.765810379,,,
460,9.158890331,,,
461,9.303039313,,,
462,6.06815798,,,
463,7.059916017,,,
464,8.49641703,,,
465,14.89420886,,,
466,9.883976323,,,
467,7.595632101,,,
468,12.48849113,,,
469,9.340564421,,,
470,8.696608983,,,
471,9.781709676,,,
472,7.875726065,,,
473,11.08343736,,,
474,6.742308502,,,
475,10.81167764,,,
476,11.01286767,,,
477,8.936193495,,,
478,8.653228561,,,
479,8.331844969,,,
480,5.67629995,,,
481,5.964049605,,,
482,10.08864749,,,
483,11.64285468,,,
484,10.75965232,,,
485,10.14220901,,,
486,12.28985924,,,
487,5.368071994,,,
488,7.216479884,,,
489,8.523104591,,,
490,5.009231785,,,
491,10.48379859,,,
492,7.386352312,,,
493,7.054684379,,,
494,8.003249197,,,
495,11.54624198,,,
496,10.64677486,,,
497,10.4588958,,,
498,6.71150016,,,
499,7.672286372,,,
500,7.60330586,,,
501,8.427517245,,,
502,10.08974796,,,
503,10.8445637,,,
504,10.9088467,,,
505,10.37015285,,,
506,11.56658216,,,
507,7.160248052,,,
508,6.890735976,,,
509,8.651773009,,,
510,10.28176275,,,
511,13.69921181,,,
512,13.79047676,,,
513,9.316554696,,,
514,6.722296022,,,
515,8.696813828,,,
516,8.395803528,,,
517,8.430642678,,,
518,7.160522863,,,
519,9.149379661,,,
520,6.821456646,,,
521,12.59102121,,,
522,9.321013515,,,
523,11.77272402,,,
524,10.20959298,,,
525,7.142749627,,,
526,8.695344173,,,
527,7.925743558,,,
528,10.01095913,,,
529,10.8092688,,,
530,11.41100309,,,
531,9.054642388,,,
532,9.654710014,,,
533,8.75859139,,,
534,10.27215276,,,
535,10.01101284,,,
536,5.712290317,,,
537,10.19842548,,,
538,11.28763287,,,
539,9.35052273,,,
540,4.389168319,,,
541,8.009906529,,,
542,5.248231237,,,
543,7.914787506,,,
544,11.12394141,,,
545,10.1355338,,,
546,9.908962163,,,
547,10.54427996,,,
548,11.77221029,,,
549,10.17411209,,,
550,6.448353826,,,
551,7.461079721,,,
552,8.962973005,,,
553,7.797312947,,,
554,7.883624237,,,
555,8.397347515,,,
556,13.00928215,,,
557,8.178878101,,,
558,11.00136797,,,
559,12.00155078,,,
560,8.538410075,,,
561,9.877107227,,,
562,9.323684466,,,
563,10.12950487,,,
564,8.37829184,,,
565,12.26525186,,,
566,8.669546183,,,
567,6.179163404,,,
568,8.802923762,,,
569,10.39309292,,,
570,10.33993735,,,
571,8.151057332,,,
572,11.04442796,,,
573,11.01464622,,,
574,11.74319812,,,
575,7.699963513,,,
576,6.222554548,,,
577,14.46106262,,,
578,11.5813004,,,
579,7.356042424,,,
580,9.779460847,,,
581,10.07633967,,,
582,9.454454836,,,
583,9.561305465,,,
584,8.860821517,,,
585,11.90346437,,,
586,9.438394958,,,
587,7.449729177,,,
588,9.270414657,,,
589,11.07208492,,,
590,10.42589624,,,
591,7.655416783,,,
592,7.405863579,,,
593,9.075178639,,,
594,11.09430619,,,
595,9.626438011,,,
596,7.658240949,,,
597,6.467910812,,,
598,10.76494287,,,
599,8.490996839,,,
600,8.650237413,,,
601,8.993670721,,,
602,9.022210124,,,
603,11.84653143,,,
604,10.9426249,,,
605,9.51934332,,,
606,8.011133238,,,
607,10.33548362,,,
608,7.382053739,,,
609,7.587858988,,,
610,6.157834567,,,
611,7.281409834,,,
612,8.786523773,,,
613,11.33405384,,,
614,8.765930616,,,
615,11.44261807,,,
616,6.782418758,,,
617,6.888734381,,,
618,8.876513533,,,
619,11.05579344,,,
620,10.51235945,,,
621,11.68525739,,,
622,10.03180627,,,
623,11.79882557,,,
624,9.568359241,,,
625,11.17933215,,,
626,7.588220332,,,
627,10.24665115,,,
628,7.760082806,,,
629,12.15089285,,,
630,10.78465419,,,
631,14.15497338,,,
632,10.52720015,,,
633,9.324728924,,,
634,8.600674738,,,
635,9.717452663,,,
636,11.24093868,,,
637,6.853187623,,,
638,8.158384531,,,
639,8.692778688,,,
640,11.90585906,,,
641,7.035756368,,,
642,9.962222955,,,
643,10.98424995,,,
644,10.15492013,,,
645,8.303306722,,,
646,7.494237175,,,
647,8.45432834,,,
648,10.83037136,,,
649,7.904523342,,,
650,10.00887831,,,
651,7.957390113,,,
652,8.068922494,,,
653,9.243853438,,,
654,10.9826311,,,
655,7.361716416,,,
656,9.784876208,,,
657,9.492785235,,,
658,9.573180308,,,
659,12.19567784,,,
660,7.384629004,,,
661,8.6357144,,,
662,10.4038108,,,
663,7.326590718,,,
664,7.329854897,,,
665,10.16616062,,,
666,8.246536748,,,
667,8.324775943,,,
668,9.438847757,,,
669,7.373527453,,,
670,5.105221475,,,
671,6.09296378,,,
672,9.778836005,,,
673,11.08978476,,,
674,5.966356072,,,
675,11.69925155,,,
676,8.173332222,,,
677,9.498099031,,,
678,8.124679628,,,
679,11.79512717,,,
680,11.20739516,,,
681,9.126606249,,,
682,5.398438614,,,
683,8.733996331,,,
684,7.923824732,,,
685,8.416431634,,,
686,10.71177991,,,
687,8.798869121,,,
688,10.43778645,,,
689,9.712003632,,,
690,8.789891952,,,
691,9.093502847,,,
692,10.15349534,,,
693,10.72079524,,,
694,10.2219829,,,
695,8.64388339,,,
696,9.078820873,,,
697,10.97841656,,,
698,11.94410081,,,
699,5.642306517,,,
700,8.777340524,,,
701,14.50791119,,,
702,9.695644251,,,
703,8.078521301,,,
704,10.15850631,,,
705,12.48030244,,,
706,7.665176043,,,
707,6.681081957,,,
708,5.969592032,,,
709,7.769969153,,,
710,10.29104219,,,
711,11.18075388,,,
712,7.105355528,,,
713,9.181412034,,,
714,5.86511506,,,
715,8.933473237,,,
716,9.313959676,,,
717,10.97401956,,,
718,11.56838451,,,
719,10.82300209,,,
720,11.15440714,,,
721,9.310706237,,,
722,10.59731598,,,
723,8.168759859,,,
724,6.790152785,,,
725,8.88607319,,,
726,5.307353762,,,
727,7.693143401,,,
728,9.574759781,,,
729,9.633886661,,,
730,9.090064441,,,
731,8.618464735,,,
732,10.71613216,,,
733,9.133420875,,,
734,7.550384358,,,
735,11.59032281,,,
736,9.515075847,,,
737,8.240080191,,,
738,10.46193554,,,
739,8.455103294,,,
740,10.22294058,,,
741,7.513430662,,,
742,11.49551789,,,
743,10.68596913,,,
744,7.724369484,,,
745,8.586513755,,,
746,5.653005866,,,
747,8.227888566,,,
748,9.174388109,,,
749,10.64510999,,,
750,7.224594194,,,
751,8.856162297,,,
752,9.939189024,,,
753,8.717232865,,,
754,8.35392371,,,
755,9.851423911,,,
756,8.93763186,,,
757,11.50810979,,,
758,8.63306544,,,
759,14.28893609,,,
760,13.09200522,,,
761,7.250488904,,,
762,13.63257301,,,
763,8.963829768,,,
764,6.358553486,,,
765,4.617734121,,,
766,12.48518247,,,
767,12.02262489,,,
768,8.946289959,,,
769,6.627017907,,,
770,8.365260641,,,
771,11.3197824,,,
772,12.5564765,,,
773,5.619425217,,,
774,9.601151621,,,
775,6.188360154,,,
776,9.609445939,,,
777,7.549259364,,,
778,10.34745453,,,
779,10.47318193,,,
780,10.00858938,,,
781,10.89437229,,,
782,11.3770737,,,
783,7.093121895,,,
784,8.065890799,,,
785,7.445542603,,,
786,8.342278886,,,
787,8.341206436,,,
788,8.671466025,,,
789,11.37738888,,,
790,11.30343951,,,
791,7.917598652,,,
792,10.26199019,,,
793,13.55351236,,,
794,8.246822336,,,
795,10.53364101,,,
796,10.27728746,,,
797,7.720164633,,,
798,9.326654938,,,
799,5.580823767,,,
800,11.26960334,,,
801,12.21484165,,,
802,9.748094306,,,
803,11.40294004,,,
804,9.278014055,,,
805,12.62433849,,,
806,10.32035018,,,
807,11.97413804,,,
808,8.557285513,,,
809,7.785230864,,,
810,9.200332633,,,
811,12.40910463,,,
812,7.067700783,,,
813,8.392986128,,,
814,10.83226203,,,
815,6.524624213,,,
816,8.019906401,,,
817,8.987333668,,,
818,8.969551403,,,
819,9.32694037,,,
820,5.342470902,,,
821,8.406657924,,,
822,7.431249249,,,
823,9.933651336,,,
824,8.88056851,,,
825,9.817021049,,,
826,9.921045154,,,
827,10.95416779,,,
828,8.91699499,,,
829,9.322958887,,,
830,11.46982548,,,
831,7.831033507,,,
832,8.009143673,,,
833,8.814083488,,,
834,8.543346471,,,
835,7.137935082,,,
836,9.986736847,,,
837,10.60968166,,,
838,10.12573227,,,
839,10.14821214,,,
840,9.758865253,,,
841,10.34309059,,,
842,9.218587598,,,
843,8.542527565,,,
844,9.955837229,,,
845,12.10918174,,,
846,12.9646888,,,
847,11.63151997,,,
848,10.00001134,,,
849,3.676647404,,,
850,7.359758343,,,
851,11.86292359,,,
852,7.008857515,,,
853,12.60898178,,,
854,12.05192194,,,
855,7.175613198,,,
856,9.543867354,,,
857,11.19812767,,,
858,11.58104215,,,
859,9.010614153,,,
860,12.33867078,,,
861,8.784660938,,,
862,12.05692145,,,
863,6.742167422,,,
864,9.711501782,,,
865,8.227328009,,,
866,11.09178322,,,
867,7.696016296,,,
868,7.185902611,,,
869,13.51695173,,,
870,12.73965641,,,
871,7.673654386,,,
872,12.52514755,,,
873,7.782242789,,,
874,10.08830788,,,
875,10.81430592,,,
876,9.962329065,,,
877,10.89914755,,,
878,8.960236918,,,
879,9.471303381,,,
880,12.13214523,,,
881,8.806538349,,,
882,9.128908301,,,
883,11.02860409,,,
884,8.33460032,,,
885,8.786753771,,,
886,10.03690916,,,
887,12.67873987,,,
888,9.496798654,,,
889,13.15133027,,,
890,11.62307998,,,
891,7.693143401,,,
892,10.46828211,,,
893,12.0978547,,,
894,12.47113537,,,
895,8.471531734,,,
896,8.127051111,,,
897,9.735747297,,,
898,8.801069566,,,
899,9.194423386,,,
900,10.70196732,,,
901,10.67113828,,,
902,9.409378313,,,
903,12.15348291,,,
904,6.389660725,,,
905,10.54837897,,,
906,9.219404368,,,
907,8.862587091,,,
908,7.515519159,,,
909,6.657554875,,,
910,12.27687613,,,
911,9.66437357,,,
912,10.5737141,,,
913,9.076285573,,,
914,8.846510389,,,
915,11.19102706,,,
916,9.951140863,,,
917,10.53511653,,,
918,8.434262518,,,
919,10.99372185,,,
920,11.03702873,,,
921,6.74439763,,,
922,8.44921366,,,
923,6.683734519,,,
924,11.88113119,,,
925,7.35993835,,,
926,10.85496397,,,
927,8.341397583,,,
928,8.171161248,,,
929,13.57824856,,,
930,8.352916906,,,
931,6.509457301,,,
932,10.41231912,,,
933,9.868203506,,,
934,8.853818371,,,
935,8.422106749,,,
936,12.00567779,,,
937,8.675734677,,,
938,10.11756457,,,
939,7.467691137,,,
940,9.288237296,,,
941,8.820032122,,,
942,9.846826446,,,
943,12.39251781,,,
944,8.963568668,,,
945,6.526830479,,,
946,9.83061909,,,
947,12.22012541,,,
948,4.876356361,,,
949,10.3642269,,,
950,8.15305868,,,
951,8.589621167,,,
952,13.12827908,,,
953,10.05098566,,,
954,8.586400769,,,
955,9.858591674,,,
956,10.51310386,,,
957,5.54177773,,,
958,12.9682585,,,
959,9.581701269,,,
960,9.601676691,,,
961,8.851355278,,,
962,11.53893256,,,
963,14.56552304,,,
964,8.840771947,,,
965,8.340532686,,,
966,12.50927175,,,
967,11.88368842,,,
968,9.768079568,,,
969,14.09994883,,,
970,10.23907656,,,
971,11.05835601,,,
972,7.121349417,,,
973,9.990762427,,,
974,8.894709776,,,
975,7.91743891,,,
976,10.34600534,,,
977,13.05893396,,,
978,13.49706272,,,
979,8.828898047,,,
980,9.817292746,,,
981,7.769740209,,,
982,7.674801573,,,
983,10.13005934,,,
984,11.55249088,,,
985,11.17849535,,,
986,9.903825592,,,
987,7.957911138,,,
988,10.64785788,,,
989,8.96512549,,,
990,10.79137297,,,
991,8.673980578,,,
992,8.904127144,,,
993,10.85786851,,,
994,7.752113209,,,
995,10.86914286,,,
996,10.05163469,,,
997,10.25264073,,,
998,8.860045552,,,
999,12.20013125,,,
1000,12.48298794,,,
1001,10.72043603,,,
1002,12.94533589,,,
1003,12.59644115,,,
1004,8.249670443,,,
1005,10.8630051,,,
1006,10.7919682,,,
1007,7.986295278,,,
1008,5.747612374,,,
1009,14.44597212,,,
1010,9.681307159,,,
1011,7.767901875,,,
1012,6.751026791,,,
1013,7.413078871,,,
1014,11.88894388,,,
1015,9.989811274,,,
1016,7.016098455,,,
1017,6.78688882,,,
1018,9.936718821,,,
1019,11.71045314,,,
1020,9.428259997,,,
1021,10.1701486,,,
1022,7.494301284,,,
1023,8.829228685,,,
1024,8.771378635,,,
1025,7.680605884,,,
1026,4.421925246,,,
1027,10.74729272,,,
1028,11.05012829,,,
1029,10.84784814,,,
1030,10.78997122,,,
1031,9.627999158,,,
1032,7.691682419,,,
1033,10.90706635,,,
1034,9.243337871,,,
1035,6.368542884,,,
1036,7.30250923,,,
1037,6.488848253,,,
1038,8.193736812,,,
1039,11.1062022,,,
1040,9.412351045,,,
1041,13.54741237,,,
1042,10.83502847,,,
1043,10.69193892,,,
1044,9.244525345,,,
1045,10.31815322,,,
1046,9.9382203,,,
1047,12.18202748,,,
1048,8.821106496,,,
1049,5.631390656,,,
1050,11.10305677,,,
1051,12.397782,,,
1052,9.217172885,,,
1053,11.9050241,,,
1054,10.69033737,,,
1055,10.71171042,,,
1056,12.28624155,,,
1057,10.27283251,,,
1058,8.870687967,,,
1059,11.34492626,,,
1060,7.614377838,,,
1061,8.38853849,,,
1062,7.681317315,,,
1063,7.993543039,,,
1064,5.21120027,,,
1065,9.748928338,,,
1066,9.486557911,,,
1067,11.23789151,,,
1068,11.2075727,,,
1069,12.55711428,,,
1070,11.65222427,,,
1071,11.94205968,,,
1072,9.759951013,,,
1073,7.18219478,,,
1074,11.4964227,,,
1075,9.816288564,,,
1076,14.27105244,,,
1077,8.428413655,,,
1078,10.11008605,,,
1079,9.201030467,,,
1080,9.631571395,,,
1081,6.825718533,,,
1082,10.5000351,,,
1083,9.915964442,,,
1084,10.80088358,,,
1085,9.203619109,,,
1086,11.2879155,,,
1087,8.802052419,,,
1088,12.59656579,,,
1089,8.143448731,,,
1090,8.760956296,,,
1091,11.04828479,,,
1092,12.30572003,,,
1093,7.316809696,,,
1094,10.19832055,,,
1095,8.186953142,,,
1096,10.82613087,,,
1097,8.593081123,,,
1098,4.593825905,,,
1099,8.360345834,,,
1100,9.512980678,,,
1101,5.222358627,,,
1102,9.522762309,,,
1103,9.940504902,,,
1104,9.728684433,,,
1105,9.50207563,,,
1106,12.04114709,,,
1107,8.072591562,,,
1108,6.495374119,,,
1109,8.111263555,,,
1110,13.20139351,,,
1111,8.985806456,,,
1112,12.0577725,,,
1113,6.549255603,,,
1114,11.32458235,,,
1115,9.324375451,,,
1116,5.782603425,,,
1117,9.933232775,,,
1118,5.750383461,,,
1119,9.469167657,,,
1120,10.05749907,,,
1121,8.882701457,,,
1122,7.843695781,,,
1123,8.634912275,,,
1124,8.501649506,,,
1125,14.4752866,,,
1126,8.935909113,,,
1127,8.455843897,,,
1128,9.969589982,,,
1129,8.501594907,,,
1130,7.95290211,,,
1131,9.017975111,,,
1132,9.843482864,,,
1133,7.663995971,,,
1134,5.602344844,,,
1135,10.6241856,,,
1136,8.940868633,,,
1137,9.018382661,,,
1138,8.072647478,,,
1139,8.247034213,,,
1140,7.475401573,,,
1141,10.56319009,,,
1142,10.65886575,,,
1143,8.661052384,,,
1144,9.489663286,,,
1145,7.048183575,,,
1146,9.292757117,,,
1147,9.644499769,,,
1148,9.776286084,,,
1149,9.550892324,,,
1150,10.09136906,,,
1151,9.868822041,,,
1152,10.45848337,,,
1153,9.105049327,,,
1154,9.494185346,,,
1155,13.33985397,,,
1156,12.52775053,,,
1157,8.894165973,,,
1158,7.967961868,,,
1159,10.1436534,,,
1160,6.873414778,,,
1161,8.054759366,,,
1162,9.034092353,,,
1163,10.69404716,,,
1164,6.858645967,,,
1165,7.44745134,,,
1166,6.55496653,,,
1167,9.182921425,,,
1168,10.22976528,,,
1169,9.659531053,,,
1170,8.76154536,,,
1171,7.551089152,,,
1172,10.27385911,,,
1173,11.01774223,,,
1174,5.822028972,,,
1175,10.7445637,,,
1176,10.16865076,,,
1177,13.61611098,,,
1178,11.44671825,,,
1179,6.967788516,,,
1180,10.68991277,,,
1181,10.56294532,,,
1182,8.42633466,,,
1183,7.587469883,,,
1184,5.692398445,,,
1185,10.57204454,,,
1186,10.19379025,,,
1187,8.685109618,,,
1188,9.931682971,,,
1189,6.439097196,,,
1190,7.625073918,,,
1191,12.9460291,,,
1192,9.160055349,,,
1193,8.786914772,,,
1194,9.102331886,,,
1195,9.709371969,,,
1196,9.79775151,,,
1197,8.282638376,,,
1198,9.178198843,,,
1199,7.722999636,,,
1200,5.977222723,,,
1201,8.241532117,,,
1202,8.308315685,,,
1203,11.35134047,,,
1204,8.302607521,,,
1205,10.53533133,,,
1206,6.637256648,,,
1207,9.016112566,,,
1208,11.97350439,,,
1209,11.00658707,,,
1210,9.663320399,,,
1211,8.216883041,,,
1212,7.525832753,,,
1213,10.15953017,,,
1214,11.0538462,,,
1215,10.32078774,,,
1216,7.991483826,,,
1217,9.548510521,,,
1218,10.90721114,,,
1219,6.932571807,,,
1220,11.20898859,,,
1221,9.505747745,,,
1222,11.07230879,,,
1223,6.138144431,,,
1224,13.01930444,,,
1225,7.757153483,,,
1226,9.127645834,,,
1227,8.904048774,,,
1228,7.70213211,,,
1229,10.71128125,,,
1230,10.03596676,,,
1231,9.265225475,,,
1232,6.753494664,,,
1233,9.460055153,,,
1234,7.206917776,,,
1235,7.980454909,,,
1236,9.581618902,,,
1237,8.398838379,,,
1238,7.695680612,,,
1239,6.166293128,,,
1240,9.302973143,,,
1241,7.678139314,,,
1242,10.94674011,,,
1243,10.74098848,,,
1244,7.589397509,,,
1245,11.49357715,,,
